image_path,solution_pixels,line_width
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_033_size_25x25_seed_723869907/maze_25_25_723869907_DFS_final_step0001.png,[],2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_033_size_25x25_seed_723869907/maze_25_25_723869907_DFS_final_step0002.png,"[[178.5,4.5],[178.5,14.5]]",2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_033_size_25x25_seed_723869907/maze_25_25_723869907_DFS_final_step0003.png,"[[178.5,4.5],[178.5,14.5],[189.0,14.5]]",2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_033_size_25x25_seed_723869907/maze_25_25_723869907_DFS_final_step0004.png,"[[178.5,4.5],[178.5,14.5],[189.0,14.5],[199.5,14.5]]",2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_033_size_25x25_seed_723869907/maze_25_25_723869907_DFS_final_step0005.png,"[[178.5,4.5],[178.5,14.5],[189.0,14.5],[199.5,14.5],[199.5,25.0]]",2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_033_size_25x25_seed_723869907/maze_25_25_723869907_DFS_final_step0006.png,"[[178.5,4.5],[178.5,14.5],[189.0,14.5],[199.5,14.5],[199.5,25.0],[199.5,35.5]]",2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_033_size_25x25_seed_723869907/maze_25_25_723869907_DFS_final_step0007.png,"[[178.5,4.5],[178.5,14.5],[189.0,14.5],[199.5,14.5],[199.5,25.0],[199.5,35.5],[209.5,35.5]]",2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_033_size_25x25_seed_723869907/maze_25_25_723869907_DFS_final_step0008.png,"[[178.5,4.5],[178.5,14.5],[189.0,14.5],[199.5,14.5],[199.5,25.0],[199.5,35.5],[209.5,35.5],[219.5,35.5]]",2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_033_size_25x25_seed_723869907/maze_25_25_723869907_DFS_final_step0009.png,"[[178.5,4.5],[178.5,14.5],[189.0,14.5],[199.5,14.5],[199.5,25.0],[199.5,35.5],[209.5,35.5],[219.5,35.5],[219.5,45.5]]",2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_033_size_25x25_seed_723869907/maze_25_25_723869907_DFS_final_step0010.png,"[[178.5,4.5],[178.5,14.5],[189.0,14.5],[199.5,14.5],[199.5,25.0],[199.5,35.5],[209.5,35.5],[219.5,35.5],[219.5,45.5],[219.5,55.5]]",2
