image_path,solution_pixels,line_width
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_021_size_15x15_seed_723721767/maze_15_15_723721767_DFS_final_step0001.png,[],4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_021_size_15x15_seed_723721767/maze_15_15_723721767_DFS_final_step0002.png,"[[179.0,8.0],[179.0,25.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_021_size_15x15_seed_723721767/maze_15_15_723721767_DFS_final_step0003.png,"[[179.0,8.0],[179.0,25.0],[162.0,25.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_021_size_15x15_seed_723721767/maze_15_15_723721767_DFS_final_step0004.png,"[[179.0,8.0],[179.0,25.0],[162.0,25.0],[145.0,25.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_021_size_15x15_seed_723721767/maze_15_15_723721767_DFS_final_step0005.png,"[[179.0,8.0],[179.0,25.0],[162.0,25.0],[145.0,25.0],[127.5,25.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_021_size_15x15_seed_723721767/maze_15_15_723721767_DFS_final_step0006.png,"[[179.0,8.0],[179.0,25.0],[162.0,25.0],[145.0,25.0],[127.5,25.0],[110.0,25.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_021_size_15x15_seed_723721767/maze_15_15_723721767_DFS_final_step0007.png,"[[179.0,8.0],[179.0,25.0],[162.0,25.0],[145.0,25.0],[127.5,25.0],[110.0,25.0],[93.0,25.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_021_size_15x15_seed_723721767/maze_15_15_723721767_DFS_final_step0008.png,"[[179.0,8.0],[179.0,25.0],[162.0,25.0],[145.0,25.0],[127.5,25.0],[110.0,25.0],[93.0,25.0],[76.0,25.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_021_size_15x15_seed_723721767/maze_15_15_723721767_DFS_final_step0009.png,"[[179.0,8.0],[179.0,25.0],[162.0,25.0],[145.0,25.0],[127.5,25.0],[110.0,25.0],[93.0,25.0],[76.0,25.0],[59.0,25.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_021_size_15x15_seed_723721767/maze_15_15_723721767_DFS_final_step0010.png,"[[179.0,8.0],[179.0,25.0],[162.0,25.0],[145.0,25.0],[127.5,25.0],[110.0,25.0],[93.0,25.0],[76.0,25.0],[59.0,25.0],[59.0,42.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_021_size_15x15_seed_723721767/maze_15_15_723721767_DFS_final_step0011.png,"[[179.0,8.0],[179.0,25.0],[162.0,25.0],[145.0,25.0],[127.5,25.0],[110.0,25.0],[93.0,25.0],[76.0,25.0],[59.0,25.0],[59.0,42.0],[59.0,59.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_021_size_15x15_seed_723721767/maze_15_15_723721767_DFS_final_step0012.png,"[[179.0,8.0],[179.0,25.0],[162.0,25.0],[145.0,25.0],[127.5,25.0],[110.0,25.0],[93.0,25.0],[76.0,25.0],[59.0,25.0],[59.0,42.0],[59.0,59.0],[76.0,59.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_021_size_15x15_seed_723721767/maze_15_15_723721767_DFS_final_step0013.png,"[[179.0,8.0],[179.0,25.0],[162.0,25.0],[145.0,25.0],[127.5,25.0],[110.0,25.0],[93.0,25.0],[76.0,25.0],[59.0,25.0],[59.0,42.0],[59.0,59.0],[76.0,59.0],[93.0,59.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_021_size_15x15_seed_723721767/maze_15_15_723721767_DFS_final_step0014.png,"[[179.0,8.0],[179.0,25.0],[162.0,25.0],[145.0,25.0],[127.5,25.0],[110.0,25.0],[93.0,25.0],[76.0,25.0],[59.0,25.0],[59.0,42.0],[59.0,59.0],[76.0,59.0],[93.0,59.0],[110.0,59.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_021_size_15x15_seed_723721767/maze_15_15_723721767_DFS_final_step0015.png,"[[179.0,8.0],[179.0,25.0],[162.0,25.0],[145.0,25.0],[127.5,25.0],[110.0,25.0],[93.0,25.0],[76.0,25.0],[59.0,25.0],[59.0,42.0],[59.0,59.0],[76.0,59.0],[93.0,59.0],[110.0,59.0],[127.5,59.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_021_size_15x15_seed_723721767/maze_15_15_723721767_DFS_final_step0016.png,"[[179.0,8.0],[179.0,25.0],[162.0,25.0],[145.0,25.0],[127.5,25.0],[110.0,25.0],[93.0,25.0],[76.0,25.0],[59.0,25.0],[59.0,42.0],[59.0,59.0],[76.0,59.0],[93.0,59.0],[110.0,59.0],[127.5,59.0],[145.0,59.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_021_size_15x15_seed_723721767/maze_15_15_723721767_DFS_final_step0017.png,"[[179.0,8.0],[179.0,25.0],[162.0,25.0],[145.0,25.0],[127.5,25.0],[110.0,25.0],[93.0,25.0],[76.0,25.0],[59.0,25.0],[59.0,42.0],[59.0,59.0],[76.0,59.0],[93.0,59.0],[110.0,59.0],[127.5,59.0],[145.0,59.0],[162.0,59.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_021_size_15x15_seed_723721767/maze_15_15_723721767_DFS_final_step0018.png,"[[179.0,8.0],[179.0,25.0],[162.0,25.0],[145.0,25.0],[127.5,25.0],[110.0,25.0],[93.0,25.0],[76.0,25.0],[59.0,25.0],[59.0,42.0],[59.0,59.0],[76.0,59.0],[93.0,59.0],[110.0,59.0],[127.5,59.0],[145.0,59.0],[162.0,59.0],[179.0,59.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_021_size_15x15_seed_723721767/maze_15_15_723721767_DFS_final_step0019.png,"[[179.0,8.0],[179.0,25.0],[162.0,25.0],[145.0,25.0],[127.5,25.0],[110.0,25.0],[93.0,25.0],[76.0,25.0],[59.0,25.0],[59.0,42.0],[59.0,59.0],[76.0,59.0],[93.0,59.0],[110.0,59.0],[127.5,59.0],[145.0,59.0],[162.0,59.0],[179.0,59.0],[196.0,59.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_021_size_15x15_seed_723721767/maze_15_15_723721767_DFS_final_step0020.png,"[[179.0,8.0],[179.0,25.0],[162.0,25.0],[145.0,25.0],[127.5,25.0],[110.0,25.0],[93.0,25.0],[76.0,25.0],[59.0,25.0],[59.0,42.0],[59.0,59.0],[76.0,59.0],[93.0,59.0],[110.0,59.0],[127.5,59.0],[145.0,59.0],[162.0,59.0],[179.0,59.0],[196.0,59.0],[213.0,59.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_021_size_15x15_seed_723721767/maze_15_15_723721767_DFS_final_step0021.png,"[[179.0,8.0],[179.0,25.0],[162.0,25.0],[145.0,25.0],[127.5,25.0],[110.0,25.0],[93.0,25.0],[76.0,25.0],[59.0,25.0],[59.0,42.0],[59.0,59.0],[76.0,59.0],[93.0,59.0],[110.0,59.0],[127.5,59.0],[145.0,59.0],[162.0,59.0],[179.0,59.0],[196.0,59.0],[213.0,59.0],[230.0,59.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_021_size_15x15_seed_723721767/maze_15_15_723721767_DFS_final_step0022.png,"[[179.0,8.0],[179.0,25.0],[162.0,25.0],[145.0,25.0],[127.5,25.0],[110.0,25.0],[93.0,25.0],[76.0,25.0],[59.0,25.0],[59.0,42.0],[59.0,59.0],[76.0,59.0],[93.0,59.0],[110.0,59.0],[127.5,59.0],[145.0,59.0],[162.0,59.0],[179.0,59.0],[196.0,59.0],[213.0,59.0],[230.0,59.0],[230.0,76.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_021_size_15x15_seed_723721767/maze_15_15_723721767_DFS_final_step0023.png,"[[179.0,8.0],[179.0,25.0],[162.0,25.0],[145.0,25.0],[127.5,25.0],[110.0,25.0],[93.0,25.0],[76.0,25.0],[59.0,25.0],[59.0,42.0],[59.0,59.0],[76.0,59.0],[93.0,59.0],[110.0,59.0],[127.5,59.0],[145.0,59.0],[162.0,59.0],[179.0,59.0],[196.0,59.0],[213.0,59.0],[230.0,59.0],[230.0,76.0],[230.0,93.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_021_size_15x15_seed_723721767/maze_15_15_723721767_DFS_final_step0024.png,"[[179.0,8.0],[179.0,25.0],[162.0,25.0],[145.0,25.0],[127.5,25.0],[110.0,25.0],[93.0,25.0],[76.0,25.0],[59.0,25.0],[59.0,42.0],[59.0,59.0],[76.0,59.0],[93.0,59.0],[110.0,59.0],[127.5,59.0],[145.0,59.0],[162.0,59.0],[179.0,59.0],[196.0,59.0],[213.0,59.0],[230.0,59.0],[230.0,76.0],[230.0,93.0],[230.0,110.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_021_size_15x15_seed_723721767/maze_15_15_723721767_DFS_final_step0025.png,"[[179.0,8.0],[179.0,25.0],[162.0,25.0],[145.0,25.0],[127.5,25.0],[110.0,25.0],[93.0,25.0],[76.0,25.0],[59.0,25.0],[59.0,42.0],[59.0,59.0],[76.0,59.0],[93.0,59.0],[110.0,59.0],[127.5,59.0],[145.0,59.0],[162.0,59.0],[179.0,59.0],[196.0,59.0],[213.0,59.0],[230.0,59.0],[230.0,76.0],[230.0,93.0],[230.0,110.0],[230.0,127.5]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_021_size_15x15_seed_723721767/maze_15_15_723721767_DFS_final_step0026.png,"[[179.0,8.0],[179.0,25.0],[162.0,25.0],[145.0,25.0],[127.5,25.0],[110.0,25.0],[93.0,25.0],[76.0,25.0],[59.0,25.0],[59.0,42.0],[59.0,59.0],[76.0,59.0],[93.0,59.0],[110.0,59.0],[127.5,59.0],[145.0,59.0],[162.0,59.0],[179.0,59.0],[196.0,59.0],[213.0,59.0],[230.0,59.0],[230.0,76.0],[230.0,93.0],[230.0,110.0],[230.0,127.5],[230.0,145.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_021_size_15x15_seed_723721767/maze_15_15_723721767_DFS_final_step0027.png,"[[179.0,8.0],[179.0,25.0],[162.0,25.0],[145.0,25.0],[127.5,25.0],[110.0,25.0],[93.0,25.0],[76.0,25.0],[59.0,25.0],[59.0,42.0],[59.0,59.0],[76.0,59.0],[93.0,59.0],[110.0,59.0],[127.5,59.0],[145.0,59.0],[162.0,59.0],[179.0,59.0],[196.0,59.0],[213.0,59.0],[230.0,59.0],[230.0,76.0],[230.0,93.0],[230.0,110.0],[230.0,127.5],[230.0,145.0],[230.0,162.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_021_size_15x15_seed_723721767/maze_15_15_723721767_DFS_final_step0028.png,"[[179.0,8.0],[179.0,25.0],[162.0,25.0],[145.0,25.0],[127.5,25.0],[110.0,25.0],[93.0,25.0],[76.0,25.0],[59.0,25.0],[59.0,42.0],[59.0,59.0],[76.0,59.0],[93.0,59.0],[110.0,59.0],[127.5,59.0],[145.0,59.0],[162.0,59.0],[179.0,59.0],[196.0,59.0],[213.0,59.0],[230.0,59.0],[230.0,76.0],[230.0,93.0],[230.0,110.0],[230.0,127.5],[230.0,145.0],[230.0,162.0],[213.0,162.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_021_size_15x15_seed_723721767/maze_15_15_723721767_DFS_final_step0029.png,"[[179.0,8.0],[179.0,25.0],[162.0,25.0],[145.0,25.0],[127.5,25.0],[110.0,25.0],[93.0,25.0],[76.0,25.0],[59.0,25.0],[59.0,42.0],[59.0,59.0],[76.0,59.0],[93.0,59.0],[110.0,59.0],[127.5,59.0],[145.0,59.0],[162.0,59.0],[179.0,59.0],[196.0,59.0],[213.0,59.0],[230.0,59.0],[230.0,76.0],[230.0,93.0],[230.0,110.0],[230.0,127.5],[230.0,145.0],[230.0,162.0],[213.0,162.0],[196.0,162.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_021_size_15x15_seed_723721767/maze_15_15_723721767_DFS_final_step0030.png,"[[179.0,8.0],[179.0,25.0],[162.0,25.0],[145.0,25.0],[127.5,25.0],[110.0,25.0],[93.0,25.0],[76.0,25.0],[59.0,25.0],[59.0,42.0],[59.0,59.0],[76.0,59.0],[93.0,59.0],[110.0,59.0],[127.5,59.0],[145.0,59.0],[162.0,59.0],[179.0,59.0],[196.0,59.0],[213.0,59.0],[230.0,59.0],[230.0,76.0],[230.0,93.0],[230.0,110.0],[230.0,127.5],[230.0,145.0],[230.0,162.0],[213.0,162.0],[196.0,162.0],[196.0,145.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_021_size_15x15_seed_723721767/maze_15_15_723721767_DFS_final_step0031.png,"[[179.0,8.0],[179.0,25.0],[162.0,25.0],[145.0,25.0],[127.5,25.0],[110.0,25.0],[93.0,25.0],[76.0,25.0],[59.0,25.0],[59.0,42.0],[59.0,59.0],[76.0,59.0],[93.0,59.0],[110.0,59.0],[127.5,59.0],[145.0,59.0],[162.0,59.0],[179.0,59.0],[196.0,59.0],[213.0,59.0],[230.0,59.0],[230.0,76.0],[230.0,93.0],[230.0,110.0],[230.0,127.5],[230.0,145.0],[230.0,162.0],[213.0,162.0],[196.0,162.0],[196.0,145.0],[196.0,127.5]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_021_size_15x15_seed_723721767/maze_15_15_723721767_DFS_final_step0032.png,"[[179.0,8.0],[179.0,25.0],[162.0,25.0],[145.0,25.0],[127.5,25.0],[110.0,25.0],[93.0,25.0],[76.0,25.0],[59.0,25.0],[59.0,42.0],[59.0,59.0],[76.0,59.0],[93.0,59.0],[110.0,59.0],[127.5,59.0],[145.0,59.0],[162.0,59.0],[179.0,59.0],[196.0,59.0],[213.0,59.0],[230.0,59.0],[230.0,76.0],[230.0,93.0],[230.0,110.0],[230.0,127.5],[230.0,145.0],[230.0,162.0],[213.0,162.0],[196.0,162.0],[196.0,145.0],[196.0,127.5],[179.0,127.5]]",4
