image_path,solution_pixels,line_width
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_059_size_33x33_seed_1251224382/maze_33_33_1251224382_DFS_final_step0001.png,[],6
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_059_size_33x33_seed_1251224382/maze_33_33_1251224382_DFS_final_step0002.png,"[[545.0,787.5],[545.0,763.5]]",6
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_059_size_33x33_seed_1251224382/maze_33_33_1251224382_DFS_final_step0003.png,"[[545.0,787.5],[545.0,763.5],[520.5,763.5]]",6
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_059_size_33x33_seed_1251224382/maze_33_33_1251224382_DFS_final_step0004.png,"[[545.0,787.5],[545.0,763.5],[520.5,763.5],[496.5,763.5]]",6
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_059_size_33x33_seed_1251224382/maze_33_33_1251224382_DFS_final_step0005.png,"[[545.0,787.5],[545.0,763.5],[520.5,763.5],[496.5,763.5],[472.5,763.5]]",6
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_059_size_33x33_seed_1251224382/maze_33_33_1251224382_DFS_final_step0006.png,"[[545.0,787.5],[545.0,763.5],[520.5,763.5],[496.5,763.5],[472.5,763.5],[472.5,739.0]]",6
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_059_size_33x33_seed_1251224382/maze_33_33_1251224382_DFS_final_step0007.png,"[[545.0,787.5],[545.0,763.5],[520.5,763.5],[496.5,763.5],[472.5,763.5],[472.5,739.0],[472.5,714.5]]",6
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_059_size_33x33_seed_1251224382/maze_33_33_1251224382_DFS_final_step0008.png,"[[545.0,787.5],[545.0,763.5],[520.5,763.5],[496.5,763.5],[472.5,763.5],[472.5,739.0],[472.5,714.5],[472.5,690.5]]",6
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_059_size_33x33_seed_1251224382/maze_33_33_1251224382_DFS_final_step0009.png,"[[545.0,787.5],[545.0,763.5],[520.5,763.5],[496.5,763.5],[472.5,763.5],[472.5,739.0],[472.5,714.5],[472.5,690.5],[472.5,666.5]]",6
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_059_size_33x33_seed_1251224382/maze_33_33_1251224382_DFS_final_step0010.png,"[[545.0,787.5],[545.0,763.5],[520.5,763.5],[496.5,763.5],[472.5,763.5],[472.5,739.0],[472.5,714.5],[472.5,690.5],[472.5,666.5],[472.5,642.0]]",6
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_059_size_33x33_seed_1251224382/maze_33_33_1251224382_DFS_final_step0011.png,"[[545.0,787.5],[545.0,763.5],[520.5,763.5],[496.5,763.5],[472.5,763.5],[472.5,739.0],[472.5,714.5],[472.5,690.5],[472.5,666.5],[472.5,642.0],[472.5,617.5]]",6
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_059_size_33x33_seed_1251224382/maze_33_33_1251224382_DFS_final_step0012.png,"[[545.0,787.5],[545.0,763.5],[520.5,763.5],[496.5,763.5],[472.5,763.5],[472.5,739.0],[472.5,714.5],[472.5,690.5],[472.5,666.5],[472.5,642.0],[472.5,617.5],[496.5,617.5]]",6
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_059_size_33x33_seed_1251224382/maze_33_33_1251224382_DFS_final_step0013.png,"[[545.0,787.5],[545.0,763.5],[520.5,763.5],[496.5,763.5],[472.5,763.5],[472.5,739.0],[472.5,714.5],[472.5,690.5],[472.5,666.5],[472.5,642.0],[472.5,617.5],[496.5,617.5],[520.5,617.5]]",6
