image_path,solution_pixels,line_width
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_019_size_9x9_seed_1250730582/maze_9_9_1250730582_DFS_final_step0001.png,[],22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_019_size_9x9_seed_1250730582/maze_9_9_1250730582_DFS_final_step0002.png,"[[399.5,755.0],[399.5,666.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_019_size_9x9_seed_1250730582/maze_9_9_1250730582_DFS_final_step0003.png,"[[399.5,755.0],[399.5,666.0],[311.0,666.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_019_size_9x9_seed_1250730582/maze_9_9_1250730582_DFS_final_step0004.png,"[[399.5,755.0],[399.5,666.0],[311.0,666.0],[222.0,666.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_019_size_9x9_seed_1250730582/maze_9_9_1250730582_DFS_final_step0005.png,"[[399.5,755.0],[399.5,666.0],[311.0,666.0],[222.0,666.0],[133.0,666.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_019_size_9x9_seed_1250730582/maze_9_9_1250730582_DFS_final_step0006.png,"[[399.5,755.0],[399.5,666.0],[311.0,666.0],[222.0,666.0],[133.0,666.0],[133.0,577.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_019_size_9x9_seed_1250730582/maze_9_9_1250730582_DFS_final_step0007.png,"[[399.5,755.0],[399.5,666.0],[311.0,666.0],[222.0,666.0],[133.0,666.0],[133.0,577.0],[133.0,488.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_019_size_9x9_seed_1250730582/maze_9_9_1250730582_DFS_final_step0008.png,"[[399.5,755.0],[399.5,666.0],[311.0,666.0],[222.0,666.0],[133.0,666.0],[133.0,577.0],[133.0,488.0],[222.0,488.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_019_size_9x9_seed_1250730582/maze_9_9_1250730582_DFS_final_step0009.png,"[[399.5,755.0],[399.5,666.0],[311.0,666.0],[222.0,666.0],[133.0,666.0],[133.0,577.0],[133.0,488.0],[222.0,488.0],[311.0,488.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_019_size_9x9_seed_1250730582/maze_9_9_1250730582_DFS_final_step0010.png,"[[399.5,755.0],[399.5,666.0],[311.0,666.0],[222.0,666.0],[133.0,666.0],[133.0,577.0],[133.0,488.0],[222.0,488.0],[311.0,488.0],[399.5,488.0]]",22
