image_path,solution_pixels,line_width
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_027_size_17x17_seed_723795837/maze_17_17_723795837_DFS_final_step0001.png,[],4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_027_size_17x17_seed_723795837/maze_17_17_723795837_DFS_final_step0002.png,"[[82.0,7.0],[82.0,22.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_027_size_17x17_seed_723795837/maze_17_17_723795837_DFS_final_step0003.png,"[[82.0,7.0],[82.0,22.0],[82.0,37.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_027_size_17x17_seed_723795837/maze_17_17_723795837_DFS_final_step0004.png,"[[82.0,7.0],[82.0,22.0],[82.0,37.0],[82.0,52.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_027_size_17x17_seed_723795837/maze_17_17_723795837_DFS_final_step0005.png,"[[82.0,7.0],[82.0,22.0],[82.0,37.0],[82.0,52.0],[97.0,52.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_027_size_17x17_seed_723795837/maze_17_17_723795837_DFS_final_step0006.png,"[[82.0,7.0],[82.0,22.0],[82.0,37.0],[82.0,52.0],[97.0,52.0],[112.0,52.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_027_size_17x17_seed_723795837/maze_17_17_723795837_DFS_final_step0007.png,"[[82.0,7.0],[82.0,22.0],[82.0,37.0],[82.0,52.0],[97.0,52.0],[112.0,52.0],[127.5,52.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_027_size_17x17_seed_723795837/maze_17_17_723795837_DFS_final_step0008.png,"[[82.0,7.0],[82.0,22.0],[82.0,37.0],[82.0,52.0],[97.0,52.0],[112.0,52.0],[127.5,52.0],[143.0,52.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_027_size_17x17_seed_723795837/maze_17_17_723795837_DFS_final_step0009.png,"[[82.0,7.0],[82.0,22.0],[82.0,37.0],[82.0,52.0],[97.0,52.0],[112.0,52.0],[127.5,52.0],[143.0,52.0],[143.0,37.0]]",4
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_027_size_17x17_seed_723795837/maze_17_17_723795837_DFS_final_step0010.png,"[[82.0,7.0],[82.0,22.0],[82.0,37.0],[82.0,52.0],[97.0,52.0],[112.0,52.0],[127.5,52.0],[143.0,52.0],[143.0,37.0],[143.0,22.0]]",4
