image_path,solution_pixels,line_width
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203853_292743/maze_018_size_9x9_seed_1250718237/maze_9_9_1250718237_DFS_final_step0001.png,[],22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203853_292743/maze_018_size_9x9_seed_1250718237/maze_9_9_1250718237_DFS_final_step0002.png,"[[133.0,44.0],[133.0,133.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203853_292743/maze_018_size_9x9_seed_1250718237/maze_9_9_1250718237_DFS_final_step0003.png,"[[133.0,44.0],[133.0,133.0],[133.0,222.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203853_292743/maze_018_size_9x9_seed_1250718237/maze_9_9_1250718237_DFS_final_step0004.png,"[[133.0,44.0],[133.0,133.0],[133.0,222.0],[133.0,311.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203853_292743/maze_018_size_9x9_seed_1250718237/maze_9_9_1250718237_DFS_final_step0005.png,"[[133.0,44.0],[133.0,133.0],[133.0,222.0],[133.0,311.0],[133.0,399.5]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203853_292743/maze_018_size_9x9_seed_1250718237/maze_9_9_1250718237_DFS_final_step0006.png,"[[133.0,44.0],[133.0,133.0],[133.0,222.0],[133.0,311.0],[133.0,399.5],[133.0,488.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203853_292743/maze_018_size_9x9_seed_1250718237/maze_9_9_1250718237_DFS_final_step0007.png,"[[133.0,44.0],[133.0,133.0],[133.0,222.0],[133.0,311.0],[133.0,399.5],[133.0,488.0],[222.0,488.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203853_292743/maze_018_size_9x9_seed_1250718237/maze_9_9_1250718237_DFS_final_step0008.png,"[[133.0,44.0],[133.0,133.0],[133.0,222.0],[133.0,311.0],[133.0,399.5],[133.0,488.0],[222.0,488.0],[311.0,488.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203853_292743/maze_018_size_9x9_seed_1250718237/maze_9_9_1250718237_DFS_final_step0009.png,"[[133.0,44.0],[133.0,133.0],[133.0,222.0],[133.0,311.0],[133.0,399.5],[133.0,488.0],[222.0,488.0],[311.0,488.0],[399.5,488.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203853_292743/maze_018_size_9x9_seed_1250718237/maze_9_9_1250718237_DFS_final_step0010.png,"[[133.0,44.0],[133.0,133.0],[133.0,222.0],[133.0,311.0],[133.0,399.5],[133.0,488.0],[222.0,488.0],[311.0,488.0],[399.5,488.0],[488.0,488.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203853_292743/maze_018_size_9x9_seed_1250718237/maze_9_9_1250718237_DFS_final_step0011.png,"[[133.0,44.0],[133.0,133.0],[133.0,222.0],[133.0,311.0],[133.0,399.5],[133.0,488.0],[222.0,488.0],[311.0,488.0],[399.5,488.0],[488.0,488.0],[577.0,488.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203853_292743/maze_018_size_9x9_seed_1250718237/maze_9_9_1250718237_DFS_final_step0012.png,"[[133.0,44.0],[133.0,133.0],[133.0,222.0],[133.0,311.0],[133.0,399.5],[133.0,488.0],[222.0,488.0],[311.0,488.0],[399.5,488.0],[488.0,488.0],[577.0,488.0],[666.0,488.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203853_292743/maze_018_size_9x9_seed_1250718237/maze_9_9_1250718237_DFS_final_step0013.png,"[[133.0,44.0],[133.0,133.0],[133.0,222.0],[133.0,311.0],[133.0,399.5],[133.0,488.0],[222.0,488.0],[311.0,488.0],[399.5,488.0],[488.0,488.0],[577.0,488.0],[666.0,488.0],[666.0,577.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203853_292743/maze_018_size_9x9_seed_1250718237/maze_9_9_1250718237_DFS_final_step0014.png,"[[133.0,44.0],[133.0,133.0],[133.0,222.0],[133.0,311.0],[133.0,399.5],[133.0,488.0],[222.0,488.0],[311.0,488.0],[399.5,488.0],[488.0,488.0],[577.0,488.0],[666.0,488.0],[666.0,577.0],[666.0,666.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203853_292743/maze_018_size_9x9_seed_1250718237/maze_9_9_1250718237_DFS_final_step0015.png,"[[133.0,44.0],[133.0,133.0],[133.0,222.0],[133.0,311.0],[133.0,399.5],[133.0,488.0],[222.0,488.0],[311.0,488.0],[399.5,488.0],[488.0,488.0],[577.0,488.0],[666.0,488.0],[666.0,577.0],[666.0,666.0],[666.0,755.0]]",22
