image_path,solution_pixels,line_width
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_034_size_19x19_seed_1250915757/maze_19_19_1250915757_DFS_final_step0001.png,[],10
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_034_size_19x19_seed_1250915757/maze_19_19_1250915757_DFS_final_step0002.png,"[[189.0,778.5],[189.0,736.5]]",10
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_034_size_19x19_seed_1250915757/maze_19_19_1250915757_DFS_final_step0003.png,"[[189.0,778.5],[189.0,736.5],[231.5,736.5]]",10
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_034_size_19x19_seed_1250915757/maze_19_19_1250915757_DFS_final_step0004.png,"[[189.0,778.5],[189.0,736.5],[231.5,736.5],[273.5,736.5]]",10
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_034_size_19x19_seed_1250915757/maze_19_19_1250915757_DFS_final_step0005.png,"[[189.0,778.5],[189.0,736.5],[231.5,736.5],[273.5,736.5],[315.5,736.5]]",10
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_034_size_19x19_seed_1250915757/maze_19_19_1250915757_DFS_final_step0006.png,"[[189.0,778.5],[189.0,736.5],[231.5,736.5],[273.5,736.5],[315.5,736.5],[357.5,736.5]]",10
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_034_size_19x19_seed_1250915757/maze_19_19_1250915757_DFS_final_step0007.png,"[[189.0,778.5],[189.0,736.5],[231.5,736.5],[273.5,736.5],[315.5,736.5],[357.5,736.5],[399.5,736.5]]",10
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_034_size_19x19_seed_1250915757/maze_19_19_1250915757_DFS_final_step0008.png,"[[189.0,778.5],[189.0,736.5],[231.5,736.5],[273.5,736.5],[315.5,736.5],[357.5,736.5],[399.5,736.5],[441.5,736.5]]",10
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_034_size_19x19_seed_1250915757/maze_19_19_1250915757_DFS_final_step0009.png,"[[189.0,778.5],[189.0,736.5],[231.5,736.5],[273.5,736.5],[315.5,736.5],[357.5,736.5],[399.5,736.5],[441.5,736.5],[483.5,736.5]]",10
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_034_size_19x19_seed_1250915757/maze_19_19_1250915757_DFS_final_step0010.png,"[[189.0,778.5],[189.0,736.5],[231.5,736.5],[273.5,736.5],[315.5,736.5],[357.5,736.5],[399.5,736.5],[441.5,736.5],[483.5,736.5],[483.5,694.5]]",10
