image_path,solution_pixels,line_width
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_048_size_31x31_seed_724055082/maze_31_31_724055082_DFS_final_step0001.png,[],2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_048_size_31x31_seed_724055082/maze_31_31_724055082_DFS_final_step0002.png,"[[3.5,201.5],[12.0,201.5]]",2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_048_size_31x31_seed_724055082/maze_31_31_724055082_DFS_final_step0003.png,"[[3.5,201.5],[12.0,201.5],[12.0,193.5]]",2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_048_size_31x31_seed_724055082/maze_31_31_724055082_DFS_final_step0004.png,"[[3.5,201.5],[12.0,201.5],[12.0,193.5],[12.0,185.5]]",2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_048_size_31x31_seed_724055082/maze_31_31_724055082_DFS_final_step0005.png,"[[3.5,201.5],[12.0,201.5],[12.0,193.5],[12.0,185.5],[12.0,177.0]]",2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_048_size_31x31_seed_724055082/maze_31_31_724055082_DFS_final_step0006.png,"[[3.5,201.5],[12.0,201.5],[12.0,193.5],[12.0,185.5],[12.0,177.0],[12.0,168.5]]",2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_048_size_31x31_seed_724055082/maze_31_31_724055082_DFS_final_step0007.png,"[[3.5,201.5],[12.0,201.5],[12.0,193.5],[12.0,185.5],[12.0,177.0],[12.0,168.5],[12.0,160.5]]",2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_048_size_31x31_seed_724055082/maze_31_31_724055082_DFS_final_step0008.png,"[[3.5,201.5],[12.0,201.5],[12.0,193.5],[12.0,185.5],[12.0,177.0],[12.0,168.5],[12.0,160.5],[12.0,152.5]]",2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_048_size_31x31_seed_724055082/maze_31_31_724055082_DFS_final_step0009.png,"[[3.5,201.5],[12.0,201.5],[12.0,193.5],[12.0,185.5],[12.0,177.0],[12.0,168.5],[12.0,160.5],[12.0,152.5],[12.0,144.0]]",2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_048_size_31x31_seed_724055082/maze_31_31_724055082_DFS_final_step0010.png,"[[3.5,201.5],[12.0,201.5],[12.0,193.5],[12.0,185.5],[12.0,177.0],[12.0,168.5],[12.0,160.5],[12.0,152.5],[12.0,144.0],[12.0,135.5]]",2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_048_size_31x31_seed_724055082/maze_31_31_724055082_DFS_final_step0011.png,"[[3.5,201.5],[12.0,201.5],[12.0,193.5],[12.0,185.5],[12.0,177.0],[12.0,168.5],[12.0,160.5],[12.0,152.5],[12.0,144.0],[12.0,135.5],[12.0,127.5]]",2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_048_size_31x31_seed_724055082/maze_31_31_724055082_DFS_final_step0012.png,"[[3.5,201.5],[12.0,201.5],[12.0,193.5],[12.0,185.5],[12.0,177.0],[12.0,168.5],[12.0,160.5],[12.0,152.5],[12.0,144.0],[12.0,135.5],[12.0,127.5],[12.0,119.5]]",2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_048_size_31x31_seed_724055082/maze_31_31_724055082_DFS_final_step0013.png,"[[3.5,201.5],[12.0,201.5],[12.0,193.5],[12.0,185.5],[12.0,177.0],[12.0,168.5],[12.0,160.5],[12.0,152.5],[12.0,144.0],[12.0,135.5],[12.0,127.5],[12.0,119.5],[12.0,111.0]]",2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_048_size_31x31_seed_724055082/maze_31_31_724055082_DFS_final_step0014.png,"[[3.5,201.5],[12.0,201.5],[12.0,193.5],[12.0,185.5],[12.0,177.0],[12.0,168.5],[12.0,160.5],[12.0,152.5],[12.0,144.0],[12.0,135.5],[12.0,127.5],[12.0,119.5],[12.0,111.0],[12.0,102.5]]",2
