image_path,solution_pixels,line_width
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_004_size_9x9_seed_723511902/maze_9_9_723511902_DFS_final_step0001.png,[],7
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_004_size_9x9_seed_723511902/maze_9_9_723511902_DFS_final_step0002.png,"[[70.5,13.5],[70.5,42.0]]",7
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_004_size_9x9_seed_723511902/maze_9_9_723511902_DFS_final_step0003.png,"[[70.5,13.5],[70.5,42.0],[99.0,42.0]]",7
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_004_size_9x9_seed_723511902/maze_9_9_723511902_DFS_final_step0004.png,"[[70.5,13.5],[70.5,42.0],[99.0,42.0],[127.5,42.0]]",7
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_004_size_9x9_seed_723511902/maze_9_9_723511902_DFS_final_step0005.png,"[[70.5,13.5],[70.5,42.0],[99.0,42.0],[127.5,42.0],[156.0,42.0]]",7
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_004_size_9x9_seed_723511902/maze_9_9_723511902_DFS_final_step0006.png,"[[70.5,13.5],[70.5,42.0],[99.0,42.0],[127.5,42.0],[156.0,42.0],[184.5,42.0]]",7
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_004_size_9x9_seed_723511902/maze_9_9_723511902_DFS_final_step0007.png,"[[70.5,13.5],[70.5,42.0],[99.0,42.0],[127.5,42.0],[156.0,42.0],[184.5,42.0],[213.0,42.0]]",7
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_004_size_9x9_seed_723511902/maze_9_9_723511902_DFS_final_step0008.png,"[[70.5,13.5],[70.5,42.0],[99.0,42.0],[127.5,42.0],[156.0,42.0],[184.5,42.0],[213.0,42.0],[213.0,70.5]]",7
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_004_size_9x9_seed_723511902/maze_9_9_723511902_DFS_final_step0009.png,"[[70.5,13.5],[70.5,42.0],[99.0,42.0],[127.5,42.0],[156.0,42.0],[184.5,42.0],[213.0,42.0],[213.0,70.5],[213.0,99.0]]",7
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_004_size_9x9_seed_723511902/maze_9_9_723511902_DFS_final_step0010.png,"[[70.5,13.5],[70.5,42.0],[99.0,42.0],[127.5,42.0],[156.0,42.0],[184.5,42.0],[213.0,42.0],[213.0,70.5],[213.0,99.0],[184.5,99.0]]",7
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_004_size_9x9_seed_723511902/maze_9_9_723511902_DFS_final_step0011.png,"[[70.5,13.5],[70.5,42.0],[99.0,42.0],[127.5,42.0],[156.0,42.0],[184.5,42.0],[213.0,42.0],[213.0,70.5],[213.0,99.0],[184.5,99.0],[156.0,99.0]]",7
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_004_size_9x9_seed_723511902/maze_9_9_723511902_DFS_final_step0012.png,"[[70.5,13.5],[70.5,42.0],[99.0,42.0],[127.5,42.0],[156.0,42.0],[184.5,42.0],[213.0,42.0],[213.0,70.5],[213.0,99.0],[184.5,99.0],[156.0,99.0],[156.0,127.5]]",7
