image_path,solution_pixels,line_width
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_022_size_25x25_seed_1250767617/maze_25_25_1250767617_DFS_final_step0001.png,[],8
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_022_size_25x25_seed_1250767617/maze_25_25_1250767617_DFS_final_step0002.png,"[[559.5,783.5],[559.5,751.5]]",8
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_022_size_25x25_seed_1250767617/maze_25_25_1250767617_DFS_final_step0003.png,"[[559.5,783.5],[559.5,751.5],[527.5,751.5]]",8
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_022_size_25x25_seed_1250767617/maze_25_25_1250767617_DFS_final_step0004.png,"[[559.5,783.5],[559.5,751.5],[527.5,751.5],[495.5,751.5]]",8
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_022_size_25x25_seed_1250767617/maze_25_25_1250767617_DFS_final_step0005.png,"[[559.5,783.5],[559.5,751.5],[527.5,751.5],[495.5,751.5],[495.5,719.5]]",8
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_022_size_25x25_seed_1250767617/maze_25_25_1250767617_DFS_final_step0006.png,"[[559.5,783.5],[559.5,751.5],[527.5,751.5],[495.5,751.5],[495.5,719.5],[495.5,687.5]]",8
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_022_size_25x25_seed_1250767617/maze_25_25_1250767617_DFS_final_step0007.png,"[[559.5,783.5],[559.5,751.5],[527.5,751.5],[495.5,751.5],[495.5,719.5],[495.5,687.5],[463.5,687.5]]",8
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_022_size_25x25_seed_1250767617/maze_25_25_1250767617_DFS_final_step0008.png,"[[559.5,783.5],[559.5,751.5],[527.5,751.5],[495.5,751.5],[495.5,719.5],[495.5,687.5],[463.5,687.5],[431.5,687.5]]",8
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_022_size_25x25_seed_1250767617/maze_25_25_1250767617_DFS_final_step0009.png,"[[559.5,783.5],[559.5,751.5],[527.5,751.5],[495.5,751.5],[495.5,719.5],[495.5,687.5],[463.5,687.5],[431.5,687.5],[399.5,687.5]]",8
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_022_size_25x25_seed_1250767617/maze_25_25_1250767617_DFS_final_step0010.png,"[[559.5,783.5],[559.5,751.5],[527.5,751.5],[495.5,751.5],[495.5,719.5],[495.5,687.5],[463.5,687.5],[431.5,687.5],[399.5,687.5],[367.5,687.5]]",8
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_022_size_25x25_seed_1250767617/maze_25_25_1250767617_DFS_final_step0011.png,"[[559.5,783.5],[559.5,751.5],[527.5,751.5],[495.5,751.5],[495.5,719.5],[495.5,687.5],[463.5,687.5],[431.5,687.5],[399.5,687.5],[367.5,687.5],[367.5,719.5]]",8
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_022_size_25x25_seed_1250767617/maze_25_25_1250767617_DFS_final_step0012.png,"[[559.5,783.5],[559.5,751.5],[527.5,751.5],[495.5,751.5],[495.5,719.5],[495.5,687.5],[463.5,687.5],[431.5,687.5],[399.5,687.5],[367.5,687.5],[367.5,719.5],[367.5,751.5]]",8
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_022_size_25x25_seed_1250767617/maze_25_25_1250767617_DFS_final_step0013.png,"[[559.5,783.5],[559.5,751.5],[527.5,751.5],[495.5,751.5],[495.5,719.5],[495.5,687.5],[463.5,687.5],[431.5,687.5],[399.5,687.5],[367.5,687.5],[367.5,719.5],[367.5,751.5],[335.5,751.5]]",8
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_022_size_25x25_seed_1250767617/maze_25_25_1250767617_DFS_final_step0014.png,"[[559.5,783.5],[559.5,751.5],[527.5,751.5],[495.5,751.5],[495.5,719.5],[495.5,687.5],[463.5,687.5],[431.5,687.5],[399.5,687.5],[367.5,687.5],[367.5,719.5],[367.5,751.5],[335.5,751.5],[303.5,751.5]]",8
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_022_size_25x25_seed_1250767617/maze_25_25_1250767617_DFS_final_step0015.png,"[[559.5,783.5],[559.5,751.5],[527.5,751.5],[495.5,751.5],[495.5,719.5],[495.5,687.5],[463.5,687.5],[431.5,687.5],[399.5,687.5],[367.5,687.5],[367.5,719.5],[367.5,751.5],[335.5,751.5],[303.5,751.5],[271.5,751.5]]",8
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_022_size_25x25_seed_1250767617/maze_25_25_1250767617_DFS_final_step0016.png,"[[559.5,783.5],[559.5,751.5],[527.5,751.5],[495.5,751.5],[495.5,719.5],[495.5,687.5],[463.5,687.5],[431.5,687.5],[399.5,687.5],[367.5,687.5],[367.5,719.5],[367.5,751.5],[335.5,751.5],[303.5,751.5],[271.5,751.5],[239.5,751.5]]",8
