image_path,solution_pixels,line_width
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_045_size_35x35_seed_724018047/maze_35_35_724018047_DFS_final_step0001.png,[],2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_045_size_35x35_seed_724018047/maze_35_35_724018047_DFS_final_step0002.png,"[[171.5,3.0],[171.5,10.5]]",2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_045_size_35x35_seed_724018047/maze_35_35_724018047_DFS_final_step0003.png,"[[171.5,3.0],[171.5,10.5],[171.5,18.0]]",2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_045_size_35x35_seed_724018047/maze_35_35_724018047_DFS_final_step0004.png,"[[171.5,3.0],[171.5,10.5],[171.5,18.0],[171.5,25.0]]",2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_045_size_35x35_seed_724018047/maze_35_35_724018047_DFS_final_step0005.png,"[[171.5,3.0],[171.5,10.5],[171.5,18.0],[171.5,25.0],[171.5,32.5]]",2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_045_size_35x35_seed_724018047/maze_35_35_724018047_DFS_final_step0006.png,"[[171.5,3.0],[171.5,10.5],[171.5,18.0],[171.5,25.0],[171.5,32.5],[171.5,40.0]]",2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_045_size_35x35_seed_724018047/maze_35_35_724018047_DFS_final_step0007.png,"[[171.5,3.0],[171.5,10.5],[171.5,18.0],[171.5,25.0],[171.5,32.5],[171.5,40.0],[164.0,40.0]]",2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_045_size_35x35_seed_724018047/maze_35_35_724018047_DFS_final_step0008.png,"[[171.5,3.0],[171.5,10.5],[171.5,18.0],[171.5,25.0],[171.5,32.5],[171.5,40.0],[164.0,40.0],[157.0,40.0]]",2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_045_size_35x35_seed_724018047/maze_35_35_724018047_DFS_final_step0009.png,"[[171.5,3.0],[171.5,10.5],[171.5,18.0],[171.5,25.0],[171.5,32.5],[171.5,40.0],[164.0,40.0],[157.0,40.0],[149.5,40.0]]",2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_045_size_35x35_seed_724018047/maze_35_35_724018047_DFS_final_step0010.png,"[[171.5,3.0],[171.5,10.5],[171.5,18.0],[171.5,25.0],[171.5,32.5],[171.5,40.0],[164.0,40.0],[157.0,40.0],[149.5,40.0],[142.0,40.0]]",2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_045_size_35x35_seed_724018047/maze_35_35_724018047_DFS_final_step0011.png,"[[171.5,3.0],[171.5,10.5],[171.5,18.0],[171.5,25.0],[171.5,32.5],[171.5,40.0],[164.0,40.0],[157.0,40.0],[149.5,40.0],[142.0,40.0],[135.0,40.0]]",2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_045_size_35x35_seed_724018047/maze_35_35_724018047_DFS_final_step0012.png,"[[171.5,3.0],[171.5,10.5],[171.5,18.0],[171.5,25.0],[171.5,32.5],[171.5,40.0],[164.0,40.0],[157.0,40.0],[149.5,40.0],[142.0,40.0],[135.0,40.0],[127.5,40.0]]",2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_045_size_35x35_seed_724018047/maze_35_35_724018047_DFS_final_step0013.png,"[[171.5,3.0],[171.5,10.5],[171.5,18.0],[171.5,25.0],[171.5,32.5],[171.5,40.0],[164.0,40.0],[157.0,40.0],[149.5,40.0],[142.0,40.0],[135.0,40.0],[127.5,40.0],[127.5,47.0]]",2
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_045_size_35x35_seed_724018047/maze_35_35_724018047_DFS_final_step0014.png,"[[171.5,3.0],[171.5,10.5],[171.5,18.0],[171.5,25.0],[171.5,32.5],[171.5,40.0],[164.0,40.0],[157.0,40.0],[149.5,40.0],[142.0,40.0],[135.0,40.0],[127.5,40.0],[127.5,47.0],[127.5,54.5]]",2
