image_path,solution_pixels,line_width
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_023_size_21x21_seed_1250779962/maze_21_21_1250779962_DFS_final_step0001.png,[],10
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_023_size_21x21_seed_1250779962/maze_21_21_1250779962_DFS_final_step0002.png,"[[18.5,323.5],[56.5,323.5]]",10
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_023_size_21x21_seed_1250779962/maze_21_21_1250779962_DFS_final_step0003.png,"[[18.5,323.5],[56.5,323.5],[56.5,361.5]]",10
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_023_size_21x21_seed_1250779962/maze_21_21_1250779962_DFS_final_step0004.png,"[[18.5,323.5],[56.5,323.5],[56.5,361.5],[94.5,361.5]]",10
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_023_size_21x21_seed_1250779962/maze_21_21_1250779962_DFS_final_step0005.png,"[[18.5,323.5],[56.5,323.5],[56.5,361.5],[94.5,361.5],[132.5,361.5]]",10
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_023_size_21x21_seed_1250779962/maze_21_21_1250779962_DFS_final_step0006.png,"[[18.5,323.5],[56.5,323.5],[56.5,361.5],[94.5,361.5],[132.5,361.5],[132.5,399.5]]",10
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_023_size_21x21_seed_1250779962/maze_21_21_1250779962_DFS_final_step0007.png,"[[18.5,323.5],[56.5,323.5],[56.5,361.5],[94.5,361.5],[132.5,361.5],[132.5,399.5],[132.5,437.5]]",10
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_023_size_21x21_seed_1250779962/maze_21_21_1250779962_DFS_final_step0008.png,"[[18.5,323.5],[56.5,323.5],[56.5,361.5],[94.5,361.5],[132.5,361.5],[132.5,399.5],[132.5,437.5],[132.5,475.5]]",10
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_023_size_21x21_seed_1250779962/maze_21_21_1250779962_DFS_final_step0009.png,"[[18.5,323.5],[56.5,323.5],[56.5,361.5],[94.5,361.5],[132.5,361.5],[132.5,399.5],[132.5,437.5],[132.5,475.5],[132.5,513.5]]",10
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_023_size_21x21_seed_1250779962/maze_21_21_1250779962_DFS_final_step0010.png,"[[18.5,323.5],[56.5,323.5],[56.5,361.5],[94.5,361.5],[132.5,361.5],[132.5,399.5],[132.5,437.5],[132.5,475.5],[132.5,513.5],[170.5,513.5]]",10
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_023_size_21x21_seed_1250779962/maze_21_21_1250779962_DFS_final_step0011.png,"[[18.5,323.5],[56.5,323.5],[56.5,361.5],[94.5,361.5],[132.5,361.5],[132.5,399.5],[132.5,437.5],[132.5,475.5],[132.5,513.5],[170.5,513.5],[209.0,513.5]]",10
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_023_size_21x21_seed_1250779962/maze_21_21_1250779962_DFS_final_step0012.png,"[[18.5,323.5],[56.5,323.5],[56.5,361.5],[94.5,361.5],[132.5,361.5],[132.5,399.5],[132.5,437.5],[132.5,475.5],[132.5,513.5],[170.5,513.5],[209.0,513.5],[209.0,551.5]]",10
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_023_size_21x21_seed_1250779962/maze_21_21_1250779962_DFS_final_step0013.png,"[[18.5,323.5],[56.5,323.5],[56.5,361.5],[94.5,361.5],[132.5,361.5],[132.5,399.5],[132.5,437.5],[132.5,475.5],[132.5,513.5],[170.5,513.5],[209.0,513.5],[209.0,551.5],[209.0,590.0]]",10
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_023_size_21x21_seed_1250779962/maze_21_21_1250779962_DFS_final_step0014.png,"[[18.5,323.5],[56.5,323.5],[56.5,361.5],[94.5,361.5],[132.5,361.5],[132.5,399.5],[132.5,437.5],[132.5,475.5],[132.5,513.5],[170.5,513.5],[209.0,513.5],[209.0,551.5],[209.0,590.0],[209.0,628.5]]",10
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_023_size_21x21_seed_1250779962/maze_21_21_1250779962_DFS_final_step0015.png,"[[18.5,323.5],[56.5,323.5],[56.5,361.5],[94.5,361.5],[132.5,361.5],[132.5,399.5],[132.5,437.5],[132.5,475.5],[132.5,513.5],[170.5,513.5],[209.0,513.5],[209.0,551.5],[209.0,590.0],[209.0,628.5],[209.0,666.5]]",10
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_023_size_21x21_seed_1250779962/maze_21_21_1250779962_DFS_final_step0016.png,"[[18.5,323.5],[56.5,323.5],[56.5,361.5],[94.5,361.5],[132.5,361.5],[132.5,399.5],[132.5,437.5],[132.5,475.5],[132.5,513.5],[170.5,513.5],[209.0,513.5],[209.0,551.5],[209.0,590.0],[209.0,628.5],[209.0,666.5],[247.5,666.5]]",10
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_023_size_21x21_seed_1250779962/maze_21_21_1250779962_DFS_final_step0017.png,"[[18.5,323.5],[56.5,323.5],[56.5,361.5],[94.5,361.5],[132.5,361.5],[132.5,399.5],[132.5,437.5],[132.5,475.5],[132.5,513.5],[170.5,513.5],[209.0,513.5],[209.0,551.5],[209.0,590.0],[209.0,628.5],[209.0,666.5],[247.5,666.5],[285.5,666.5]]",10
