image_path,solution_pixels,line_width
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_044_size_35x35_seed_1251039207/maze_35_35_1251039207_DFS_final_step0001.png,[],6
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_044_size_35x35_seed_1251039207/maze_35_35_1251039207_DFS_final_step0002.png,"[[788.0,651.0],[765.0,651.0]]",6
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_044_size_35x35_seed_1251039207/maze_35_35_1251039207_DFS_final_step0003.png,"[[788.0,651.0],[765.0,651.0],[765.0,628.0]]",6
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_044_size_35x35_seed_1251039207/maze_35_35_1251039207_DFS_final_step0004.png,"[[788.0,651.0],[765.0,651.0],[765.0,628.0],[765.0,605.0]]",6
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_044_size_35x35_seed_1251039207/maze_35_35_1251039207_DFS_final_step0005.png,"[[788.0,651.0],[765.0,651.0],[765.0,628.0],[765.0,605.0],[765.0,582.0]]",6
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_044_size_35x35_seed_1251039207/maze_35_35_1251039207_DFS_final_step0006.png,"[[788.0,651.0],[765.0,651.0],[765.0,628.0],[765.0,605.0],[765.0,582.0],[742.0,582.0]]",6
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_044_size_35x35_seed_1251039207/maze_35_35_1251039207_DFS_final_step0007.png,"[[788.0,651.0],[765.0,651.0],[765.0,628.0],[765.0,605.0],[765.0,582.0],[742.0,582.0],[719.5,582.0]]",6
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_044_size_35x35_seed_1251039207/maze_35_35_1251039207_DFS_final_step0008.png,"[[788.0,651.0],[765.0,651.0],[765.0,628.0],[765.0,605.0],[765.0,582.0],[742.0,582.0],[719.5,582.0],[697.0,582.0]]",6
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_044_size_35x35_seed_1251039207/maze_35_35_1251039207_DFS_final_step0009.png,"[[788.0,651.0],[765.0,651.0],[765.0,628.0],[765.0,605.0],[765.0,582.0],[742.0,582.0],[719.5,582.0],[697.0,582.0],[674.0,582.0]]",6
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_044_size_35x35_seed_1251039207/maze_35_35_1251039207_DFS_final_step0010.png,"[[788.0,651.0],[765.0,651.0],[765.0,628.0],[765.0,605.0],[765.0,582.0],[742.0,582.0],[719.5,582.0],[697.0,582.0],[674.0,582.0],[674.0,605.0]]",6
