image_path,solution_pixels,line_width
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_016_size_9x9_seed_1250693547/maze_9_9_1250693547_DFS_final_step0001.png,[],22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_016_size_9x9_seed_1250693547/maze_9_9_1250693547_DFS_final_step0002.png,"[[44.0,399.5],[133.0,399.5]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_016_size_9x9_seed_1250693547/maze_9_9_1250693547_DFS_final_step0003.png,"[[44.0,399.5],[133.0,399.5],[133.0,488.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_016_size_9x9_seed_1250693547/maze_9_9_1250693547_DFS_final_step0004.png,"[[44.0,399.5],[133.0,399.5],[133.0,488.0],[222.0,488.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_016_size_9x9_seed_1250693547/maze_9_9_1250693547_DFS_final_step0005.png,"[[44.0,399.5],[133.0,399.5],[133.0,488.0],[222.0,488.0],[311.0,488.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_016_size_9x9_seed_1250693547/maze_9_9_1250693547_DFS_final_step0006.png,"[[44.0,399.5],[133.0,399.5],[133.0,488.0],[222.0,488.0],[311.0,488.0],[399.5,488.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_016_size_9x9_seed_1250693547/maze_9_9_1250693547_DFS_final_step0007.png,"[[44.0,399.5],[133.0,399.5],[133.0,488.0],[222.0,488.0],[311.0,488.0],[399.5,488.0],[488.0,488.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_016_size_9x9_seed_1250693547/maze_9_9_1250693547_DFS_final_step0008.png,"[[44.0,399.5],[133.0,399.5],[133.0,488.0],[222.0,488.0],[311.0,488.0],[399.5,488.0],[488.0,488.0],[577.0,488.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_016_size_9x9_seed_1250693547/maze_9_9_1250693547_DFS_final_step0009.png,"[[44.0,399.5],[133.0,399.5],[133.0,488.0],[222.0,488.0],[311.0,488.0],[399.5,488.0],[488.0,488.0],[577.0,488.0],[666.0,488.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_016_size_9x9_seed_1250693547/maze_9_9_1250693547_DFS_final_step0010.png,"[[44.0,399.5],[133.0,399.5],[133.0,488.0],[222.0,488.0],[311.0,488.0],[399.5,488.0],[488.0,488.0],[577.0,488.0],[666.0,488.0],[666.0,577.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_016_size_9x9_seed_1250693547/maze_9_9_1250693547_DFS_final_step0011.png,"[[44.0,399.5],[133.0,399.5],[133.0,488.0],[222.0,488.0],[311.0,488.0],[399.5,488.0],[488.0,488.0],[577.0,488.0],[666.0,488.0],[666.0,577.0],[666.0,666.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_016_size_9x9_seed_1250693547/maze_9_9_1250693547_DFS_final_step0012.png,"[[44.0,399.5],[133.0,399.5],[133.0,488.0],[222.0,488.0],[311.0,488.0],[399.5,488.0],[488.0,488.0],[577.0,488.0],[666.0,488.0],[666.0,577.0],[666.0,666.0],[577.0,666.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_016_size_9x9_seed_1250693547/maze_9_9_1250693547_DFS_final_step0013.png,"[[44.0,399.5],[133.0,399.5],[133.0,488.0],[222.0,488.0],[311.0,488.0],[399.5,488.0],[488.0,488.0],[577.0,488.0],[666.0,488.0],[666.0,577.0],[666.0,666.0],[577.0,666.0],[488.0,666.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_016_size_9x9_seed_1250693547/maze_9_9_1250693547_DFS_final_step0014.png,"[[44.0,399.5],[133.0,399.5],[133.0,488.0],[222.0,488.0],[311.0,488.0],[399.5,488.0],[488.0,488.0],[577.0,488.0],[666.0,488.0],[666.0,577.0],[666.0,666.0],[577.0,666.0],[488.0,666.0],[399.5,666.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_016_size_9x9_seed_1250693547/maze_9_9_1250693547_DFS_final_step0015.png,"[[44.0,399.5],[133.0,399.5],[133.0,488.0],[222.0,488.0],[311.0,488.0],[399.5,488.0],[488.0,488.0],[577.0,488.0],[666.0,488.0],[666.0,577.0],[666.0,666.0],[577.0,666.0],[488.0,666.0],[399.5,666.0],[311.0,666.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_016_size_9x9_seed_1250693547/maze_9_9_1250693547_DFS_final_step0016.png,"[[44.0,399.5],[133.0,399.5],[133.0,488.0],[222.0,488.0],[311.0,488.0],[399.5,488.0],[488.0,488.0],[577.0,488.0],[666.0,488.0],[666.0,577.0],[666.0,666.0],[577.0,666.0],[488.0,666.0],[399.5,666.0],[311.0,666.0],[222.0,666.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_016_size_9x9_seed_1250693547/maze_9_9_1250693547_DFS_final_step0017.png,"[[44.0,399.5],[133.0,399.5],[133.0,488.0],[222.0,488.0],[311.0,488.0],[399.5,488.0],[488.0,488.0],[577.0,488.0],[666.0,488.0],[666.0,577.0],[666.0,666.0],[577.0,666.0],[488.0,666.0],[399.5,666.0],[311.0,666.0],[222.0,666.0],[133.0,666.0]]",22
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_203226_874612/maze_016_size_9x9_seed_1250693547/maze_9_9_1250693547_DFS_final_step0018.png,"[[44.0,399.5],[133.0,399.5],[133.0,488.0],[222.0,488.0],[311.0,488.0],[399.5,488.0],[488.0,488.0],[577.0,488.0],[666.0,488.0],[666.0,577.0],[666.0,666.0],[577.0,666.0],[488.0,666.0],[399.5,666.0],[311.0,666.0],[222.0,666.0],[133.0,666.0],[133.0,755.0]]",22
