image_path,solution_pixels,line_width
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_016_size_9x9_seed_723660042/maze_9_9_723660042_DFS_final_step0001.png,[],7
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_016_size_9x9_seed_723660042/maze_9_9_723660042_DFS_final_step0002.png,"[[13.5,213.0],[42.0,213.0]]",7
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_016_size_9x9_seed_723660042/maze_9_9_723660042_DFS_final_step0003.png,"[[13.5,213.0],[42.0,213.0],[70.5,213.0]]",7
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_016_size_9x9_seed_723660042/maze_9_9_723660042_DFS_final_step0004.png,"[[13.5,213.0],[42.0,213.0],[70.5,213.0],[99.0,213.0]]",7
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_016_size_9x9_seed_723660042/maze_9_9_723660042_DFS_final_step0005.png,"[[13.5,213.0],[42.0,213.0],[70.5,213.0],[99.0,213.0],[127.5,213.0]]",7
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_016_size_9x9_seed_723660042/maze_9_9_723660042_DFS_final_step0006.png,"[[13.5,213.0],[42.0,213.0],[70.5,213.0],[99.0,213.0],[127.5,213.0],[156.0,213.0]]",7
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_016_size_9x9_seed_723660042/maze_9_9_723660042_DFS_final_step0007.png,"[[13.5,213.0],[42.0,213.0],[70.5,213.0],[99.0,213.0],[127.5,213.0],[156.0,213.0],[184.5,213.0]]",7
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_016_size_9x9_seed_723660042/maze_9_9_723660042_DFS_final_step0008.png,"[[13.5,213.0],[42.0,213.0],[70.5,213.0],[99.0,213.0],[127.5,213.0],[156.0,213.0],[184.5,213.0],[213.0,213.0]]",7
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_016_size_9x9_seed_723660042/maze_9_9_723660042_DFS_final_step0009.png,"[[13.5,213.0],[42.0,213.0],[70.5,213.0],[99.0,213.0],[127.5,213.0],[156.0,213.0],[184.5,213.0],[213.0,213.0],[213.0,184.5]]",7
/home/nvidia/users/ella/solve_a_maze_image/solve_a_maze_image/maze_data/maze_data_20260417_212507_736990/maze_016_size_9x9_seed_723660042/maze_9_9_723660042_DFS_final_step0010.png,"[[13.5,213.0],[42.0,213.0],[70.5,213.0],[99.0,213.0],[127.5,213.0],[156.0,213.0],[184.5,213.0],[213.0,213.0],[213.0,184.5],[241.5,184.5]]",7
